============================================
 your-pax v1.1.1-alpha — SHA256 Hash Manifest
 Generated: 2026-06-20T10:43:25Z
============================================

--- Core Python ---
  1dc7e8a054b80a6dfb9727e88dee96a2b87a4b36b507d8ab5839cb41fb034a1a  actions/log_standalone.py  (1010 bytes)
  503ef32daa88b2d0d9df10feedb4d8ce59fb43827ae22c65ffa72f9fba9e2915  actions/loot_monitor.py  (2733 bytes)
  f75b4cd43adf5e3a31df12c9b9abc9b406ad47313c16d5c1ddb06c8cf35f5fab  actions/nmap_vuln_scanner.py  (8154 bytes)
  21406ca96830a6d5b113e002800b251383ae4c835d07e31a96c399a16fbfe944  actions/oneshot.py  (57732 bytes)
  aacb292fac04b9c3cf811f78e5a439e407f0476cd3897ba04e6530b2b2eb0677  actions/rdp_connector.py  (2171 bytes)
  58b7579722296234c2d94fc9e1792704573cf95a351d3a9c885be69de8d72c2f  actions/scanning.py  (27162 bytes)
  22dfecf17d36fd2d6c3dc0b1c8419f351f2f8b8fb423b4ff798574411b476277  actions/smb_connector.py  (5324 bytes)
  20f8a344bff48930d85f8bdfd540228106dfc2279a2abc29140e6c66890d8569  actions/sql_connector.py  (3715 bytes)
  7704acd194c6e73410ae7892c22dc4d55b70e2b343309724969d1d0383afc3eb  actions/ssh_connector.py  (1742 bytes)
  af9a357704797527257330734d93564953cf7ad34af5253e5a26694b9d9e2d28  actions/steal_data_sql.py  (7346 bytes)
  ed12fbe18cf59a5096ffcb9f3dd8b6ea9f0d782fd3b40879f64053fc6b4f1f60  actions/steal_files_ftp.py  (3294 bytes)
  0f2aba08526466991a62d1d56049549e000927d6c7ca09b9295bfa2494052e30  actions/steal_files_rdp.py  (4127 bytes)
  a289563fe0f12edb4ba62461b962cf8448d14accbb6f8cb0604544a4a25dbb56  actions/steal_files_smb.py  (10258 bytes)
  b490ce01309933885bb69d2551b6d458b2349574372bd38a4714cfe67f65d094  actions/steal_files_ssh.py  (3090 bytes)
  3f3e9a9db1e6bde96d1d6063d75c4282ad2febfd4fc79e5413b0c0a658f28090  actions/steal_files_telnet.py  (3728 bytes)
  c839703ddb57946c7b5838a0d62cb0da9dda2dd5e19963a2867e7b43ce13c64d  actions/telnet_connector.py  (1970 bytes)
  c22e95667f7987d7cd832a14f8a38b772d0814b756640a510a21b23fa11c9bdf  actions/wifi_deauth.py  (1984 bytes)
  1f265c011136eda59e92ead6ac7a184fbeffb17f39958d16fd43afff468e5a86  actions/wifi_handshake.py  (2962 bytes)
  bfad89a95bc661f89057a70f854e3c7051379d01b5ec30e9be5d16364cd13be9  actions/wifi_monitor.py  (3521 bytes)
  cd76c246a5ade88e6742c9355a11bbb50dfc42fd952be5b4a64b4f9b1f78bada  actions/wifi_oneshot.py  (7112 bytes)
  4a28d8476c98c7102a851213e02ff18726952c6781b9a5316d49158a509e2ccb  actions/wifi_pmkid.py  (3143 bytes)
  b7a02fbe0df2e78d8f4320ce1724cfac34fc1d72f5b3b8a709d287a02b93279f  actions/wifi_scanner.py  (1402 bytes)
  9c73bfd52ba7dc59b4a48f6174cde6629fcaea497890e0aca4389ec649b6198c  actions/wpa_validator.py  (2862 bytes)

--- Web UI ---
  601abbb68737cf00bcfe9fad193e7de8aa1014735f4b796e3d8c37bb29551055  web/bt_connect.html  (6771 bytes)
  b748a570aef20270a6ac28464c4c25cc9fb06fb750ec59528e1b308008938f67  web/config.html  (4217 bytes)
  9a75790778c16552928181d9562dbb7327e7947015769bb4439f9fdbf508ebe0  web/credentials.html  (3307 bytes)
  73a3767913b6f6ba427f19efdb83055fe86195f10f2c3a32cb966b8972366e96  web/evil_ap.html  (19954 bytes)
  213e60251df5687009e048a47b4f1325c3d52a6f0b084e213a7b232dd5b5658d  web/index.html  (14249 bytes)
  fa812db1a05e063b2c76798e5f31c2793c0546317e296428b9f72e056d47d024  web/loot.html  (4642 bytes)
  8c8b902cd76229f40a8884b067e3e5a83d1b8376c86f7d98d1b88d6790559bc0  web/netkb.html  (3265 bytes)
  2e55d48f4da222cad9d0b7d06d56e523914df2628ed07f9f3340fa32d72b986e  web/network.html  (3283 bytes)
  1bcb44f521091c421f5f1c77b2fd8516b99d6184d1b05f63c731d3a07974af4d  web/store.html  (24432 bytes)
  1a0db398eedeec1cf6915571fbb5937458e31bac0e2264622c2353bebeef50e7  web/wifi.html  (9901 bytes)
  c99a8a679581a73d0a659c474f64c7f41bdcc56f1a0726788b79328f83299dff  web/wifi_target.html  (17207 bytes)
  a1d1f5902bc6dc4963a7789e8065662dfc95c78447e4f175564f105de5e096ab  web/your-pax.html  (5165 bytes)
  89734a21dc376ce4342651fcd46e0be63ae16594cb4e85981233ade7f8c874e7  web/scripts/config.js  (11913 bytes)
  e07e8eaa78f0fbcaf6cdca125ba499085a04175cb943de891e33811a95fa9e20  web/scripts/credentials.js  (2609 bytes)
  df434f3595376a7b08cb45d144c8d1c0e078b313741789fd3de2e4cfd43ad0ec  web/scripts/index.js  (16542 bytes)
  fe2efe6cf526c104472660f3173c6dbe17fa3500ce30892d9b7db858805bf210  web/scripts/loot.js  (2890 bytes)
  625906b6ff0c70c0a286ebde4c2b63307683c5c109d578657e45e039fd69712b  web/scripts/netkb.js  (2643 bytes)
  5bb0a11eae63a4a1341dcce8768c2a7434baab86cb067be18e89f617a1680f9a  web/scripts/network.js  (2360 bytes)

--- Scripts ---
  50d6a24d92ac0d5d1c498f48d7b32995c14607a50c8dee5afff9790314b7a077  scripts/configure_bt_spp.sh  (2125 bytes)
  bf8db0c2af18fbf2286834e90433997a72d51e7cab0be003e94b3536f89c28f0  scripts/generate_hashes.sh  (2902 bytes)
  142a617d6f49d45f4781b99d7fe82d3d69b4c9c49dd170ca1ec3ba319a83308a  scripts/setup_services.sh  (1175 bytes)
  6ce520fae7fcc89afd4903bb47a8bc99a167adf865641827fcd6781660cfd0c1  scripts/switch_mode.sh  (2728 bytes)
  15115ed994c0d51886305bbefd58c4adb6b8eac25c6970307d9595a4b753316c  scripts/update-your-pax-main.sh  (890 bytes)

--- Systemd Services ---
  ec1844f82d60b553d781a93b6a728967bca76300c7e050f3f50af33aa5a7bf1b  systemd/your-pax-nap.service  (318 bytes)
  42b18706b4d0c4ca1de6c996247267775fe53f0a01a3544b0868156c19d88a60  systemd/your-pax-orchestrator.service  (255 bytes)
  615881ec7d24602a4ac64f31265fab5f4f462c01b92f52890f2d31c2dbcdd87c  systemd/your-pax-spp.service  (301 bytes)
  7767b78fc9ec1a8b644e1a753b4ac17944fdca4816194666376f59718d21c0a5  systemd/your-pax-web.service  (283 bytes)

--- Android App Source ---
  f03b413c43ae0bbbf2a4a94d184ba3f7fcc03895c4b48f9130f328e801c630a5  your-pax-android/app/build.gradle.kts  (2187 bytes)
  17c7f32b0372346e67b98be057c2fccd9c8738216e78ae34285d5fb0b0163b3a  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-af/values-af.xml  (8640 bytes)
  1737e870c875ab6a885a23a3f22f6687daf92082a93bc67dc6e1f2d44e419dab  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-am/values-am.xml  (9635 bytes)
  24a27bd4589c85003d0cf3594561815411b36758efea6f93fe2d00aded34931c  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ar/values-ar.xml  (9805 bytes)
  ed948cc92330b62954a0a8f1f46e8fc7f33218fcb64105942eff1029c543e5db  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-as/values-as.xml  (11140 bytes)
  b5523d8ca5ad9074751d77c1f6caff0298da9f9aed8cf3f2daf2687566d456af  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-az/values-az.xml  (8983 bytes)
  fbe39f804c6bf97082a7223fab12eef42df60602dcacd4c4b5f84915ca682607  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-be/values-be.xml  (10150 bytes)
  3d0ae1d64d569132f1daebec710d1b6c03ba77142342c827fa9dde4d15d58e04  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-bg/values-bg.xml  (10219 bytes)
  8a0dc39e524de0261ec46ed793678b931b6e549588e359597d5a4f0c13e32532  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-bn/values-bn.xml  (11265 bytes)
  c129fe171f2ef904e6ec9e7e900e6c546395db7acbc8922d82d56cba9a9e5a27  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-b+sr+Latn/values-b+sr+Latn.xml  (8796 bytes)
  de9c8383101714743575d5ddd91317ec7905fc4ffdd84912d390dbf302cb9786  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-bs/values-bs.xml  (8841 bytes)
  1ac3edbc43540f780e6dd03ef4ff72fb3067937d644ba8571e8f0c8f2c236d69  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ca/values-ca.xml  (8964 bytes)
  74dab69f002729f2c57a8c1010348bc2c99356adf16abbde0fc68d6635a7b3b6  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-cs/values-cs.xml  (8818 bytes)
  f47cc3de9dcd401e1b1d283eea04e5655ce6a013f48936d083844ab2a73341ee  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-da/values-da.xml  (8604 bytes)
  3679ae6ee17658984fc5ca1acb15c3ff1dad99cb7d4d537dca0f5e87857eae75  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-de/values-de.xml  (8879 bytes)
  cf7489732e327e5396aa9509c8d0e14f2bb69cec6dd8cda1fd783d5c136bef96  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-el/values-el.xml  (10411 bytes)
  0399e151c25253aa4ec126843c2a546b1820ecb828ca775873a3a203596558e5  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-en-rAU/values-en-rAU.xml  (8537 bytes)
  e488b62ebfa0978f792c350dd887c147535ea7ba0f7bc42f38a47defd0005142  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-en-rCA/values-en-rCA.xml  (8526 bytes)
  0399e151c25253aa4ec126843c2a546b1820ecb828ca775873a3a203596558e5  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-en-rGB/values-en-rGB.xml  (8537 bytes)
  0399e151c25253aa4ec126843c2a546b1820ecb828ca775873a3a203596558e5  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-en-rIN/values-en-rIN.xml  (8537 bytes)
  caf791258b1410b450b4989bc03d3fffcc704530a1827b2679c23f8d9fba2f59  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-en-rXC/values-en-rXC.xml  (33948 bytes)
  c0ed2a77c5820ecf7de7a76d4e62c601a6ccf3e777d43291d29cfffd4ffc3718  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-es-rUS/values-es-rUS.xml  (8902 bytes)
  1d6e2e47474d14504464d088452a559ba334ec44c200fe5fa464725df0a85f7a  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-es/values-es.xml  (8964 bytes)
  99bee650318ad5daa901a6b1aaa26c2fe838cc162f4b13806b207eed42ec859a  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-et/values-et.xml  (8746 bytes)
  792373ce5a19f53b5caa976a0014252e283d1f721558c149a7d41d4214f32862  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-eu/values-eu.xml  (8918 bytes)
  bcc78c8882a3ad7f3c24664ef1913cbd1cfca86f977ee2ec06bbbd45e3d7b072  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-fa/values-fa.xml  (9620 bytes)
  624fb96957d858c38e104c3316ac0a55ba45b549b9f922ed8c9b23c551784cb0  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-fi/values-fi.xml  (8848 bytes)
  1690e7ca91137ea63a920301f4013ddd287cd8b0885b0ca1e002f4d783bd758d  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-fr-rCA/values-fr-rCA.xml  (9120 bytes)
  5b51baa10a10e4c2ee30c4cf4c93fe4f55fb3a38f6819b79b86d9819b84bd7d6  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-fr/values-fr.xml  (8969 bytes)
  9df5ae15c60516b99084ada9b7ba6bc92fa9d332ebed62e09d146662faa98f63  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-gl/values-gl.xml  (8969 bytes)
  20f1f50d56f741257296bbd0a8f9064847593d02eaa191019e87d02c42024203  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-gu/values-gu.xml  (10870 bytes)
  d41ceaf5b806fcbd18e8c5b2f4ad66d92d6fe0a12ccab43fa513289e33d9edab  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-hi/values-hi.xml  (11041 bytes)
  c6545676acf2d77a8b1a6f8e0e597ce6f3a9682630331dedc720a8ed68a6f401  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-hr/values-hr.xml  (8814 bytes)
  d0311be1f387ba4b7dde22e12efdb8051b65ff8c75672b8b3bc75e75f96aa147  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-hu/values-hu.xml  (9001 bytes)
  ba2a7b6c44fbdcab125ea1d8461a9bf21cc89988d72968028f3a4fc5ae74106a  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-hy/values-hy.xml  (9979 bytes)
  ef6416ab7ff192869118aba57777aa6fbd714d42d395533cbdfad95dec1ea3e3  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-in/values-in.xml  (8726 bytes)
  96b727e31fce7593dcf55aaa7998f28af18a490851b5b20b48c0adf4aa1f7778  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-is/values-is.xml  (8728 bytes)
  1aea0524aa414ca6e4ae878ff14db1b7b00837faeebf96cce498880ba66029a6  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-it/values-it.xml  (8966 bytes)
  4e06bb308ad5ba28948efc715f634ce78f3fcdca4bda840201efbef3a8099361  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-iw/values-iw.xml  (9379 bytes)
  327b17a0ab11aa7f7fcdf0f2efcbe7e84f225c3440b3f00be7233bf2c97b7082  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ja/values-ja.xml  (9169 bytes)
  7160ec8a4a1f9d1a1997cb78e77bf78c7f4dc782823b07cba1f04d30e8fca71c  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ka/values-ka.xml  (11234 bytes)
  939cf8e31a1e1e6c3713394e1bcad91ffeb9832a3e7f321fb7c8367dd856c6f0  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-kk/values-kk.xml  (9903 bytes)
  ac0d2cdd6929c91757e6ea2f7a1bd2574d837a9bfb92fd15ce5f2dd49456f98b  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-km/values-km.xml  (11303 bytes)
  b3c5d87ec62648ff9a7350ad6d08e3b184b18ee77229ce9da863f23e21ee855d  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-kn/values-kn.xml  (11662 bytes)
  ba115f4226d50c26ca05260e0645afd34643633f7f5fb6f2ac2cc59efd9d9d14  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ko/values-ko.xml  (8757 bytes)
  a7d08a4f17c0b9b53633e4f925e915590b3feee1a5825639b2ac3d120068fef3  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ky/values-ky.xml  (10213 bytes)
  ad70bbea7b76cc9fcb9ff787125a25eb481c3cbecc08501e78b106791e31d98f  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-lo/values-lo.xml  (10706 bytes)
  a24edd51b6cde772a9e29f856c40c092134d7ea6ebae822b01ee27a265dd2094  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-lt/values-lt.xml  (8939 bytes)
  b0ca1fbcf55aa33f770a24423bd4923753e30eeeea9b9e7bd498626207535a60  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-lv/values-lv.xml  (9009 bytes)
  c481799e1132efc2fff380f4376586e8f1b30ea47d2fc03bf29e2fa2a377fcd6  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-mk/values-mk.xml  (10088 bytes)
  e5e650da1adf993e407fc30b25e44cfe02fc5bab882f949dc1cc98a7245c3409  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ml/values-ml.xml  (11911 bytes)
  1adb177381f6e559c6915c489077988709b2c5d90314cbc45e0df6e3be14f92c  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-mn/values-mn.xml  (9877 bytes)
  3a76881e64e2e57d167c51c4582649ecb1779b5a2f29d3cbe0d5441b25a61ab4  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-mr/values-mr.xml  (10958 bytes)
  3e6837e3c2cba5fe8eab8da028211b1c42709df373bd286ded8b272581c979c4  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ms/values-ms.xml  (8781 bytes)
  64ebebf8b2937b9c381115ee1e436f59c3479dc5161123849ecda69c32233693  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-my/values-my.xml  (11789 bytes)
  f491b492be85d92477ee914000994cb4be30f4213e67728c6a371df15d5d6625  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-nb/values-nb.xml  (8604 bytes)
  1ed1c902e9a8b71091b929e2a0a33fda6318ea11b2a9d9d7f491529b1e352c8e  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ne/values-ne.xml  (11717 bytes)
  6b1368dc449f024c00bafa2af8eb3318b5d3b325c79f885e6f70488db12a7d89  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-nl/values-nl.xml  (8744 bytes)
  87d39d2b608c2f1efa927003b4cd84573ea7630ae7742938b7f45d2081e3ad11  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-or/values-or.xml  (11320 bytes)
  924be6bbf9e6f7dc3ddff34fd6a131cbbb6669cede16f940e1bb4e9f683542f1  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-pa/values-pa.xml  (10657 bytes)
  40945a91fb8a02c1581c93cc5f36115e99059ba250800716ee637d479db40de0  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-pl/values-pl.xml  (8833 bytes)
  334628c06ace12c3f1e7ef9fd48d4a045034de9a574b6b6d2d771d59a729f365  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-pt-rBR/values-pt-rBR.xml  (8766 bytes)
  4e11bdc84f5204dc9a9ca10496e7b48c1175f011f4874a3f4e7c426a1de05af2  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-pt-rPT/values-pt-rPT.xml  (8938 bytes)
  334628c06ace12c3f1e7ef9fd48d4a045034de9a574b6b6d2d771d59a729f365  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-pt/values-pt.xml  (8766 bytes)
  9ee196392269d51a563c8a3270b4e6e19e2d11c1153379e9f50653804f6e4b88  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ro/values-ro.xml  (8915 bytes)
  862c20d692094ecb9c140d2b9d9ee779159400240eac9341a1847ed6d6e5a6fb  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ru/values-ru.xml  (9903 bytes)
  46b553d7618b8842ca29cc4bd33282ae36cf243b11f851f5f93bffeaa2fb9099  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-si/values-si.xml  (10763 bytes)
  8acbf8ab385d3416cc01c09f87669e81a2e2a05b0b3dc15fc0e49e6378ce2a56  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-sk/values-sk.xml  (8793 bytes)
  3599a8b7e002fbf4548e32af4300c8b763e612fd87f2bc65cc3ffadc42805b68  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-sl/values-sl.xml  (8790 bytes)
  12b46ce0ce6ab6c2a527fd0c6893950d1ac12fd7b4151164fcf3f746f5b0b60f  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-sq/values-sq.xml  (8931 bytes)
  f03af8eaddec1d9fb1b86b10033e8d19804df216f90370e2663d76b707a457ff  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-sr/values-sr.xml  (9920 bytes)
  73ddecde993ef61fe26c1308b6029e17225634b4623bb74f18d568623e68532f  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-sv/values-sv.xml  (8791 bytes)
  a975b86c8859f9aae2618f1fed55f6e621917795fc56c95d5630eecfbf987440  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-sw/values-sw.xml  (8759 bytes)
  1fe8600bd22d096817399391442d804ff24bc2aaf0651789b2df933bffb1ad81  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ta/values-ta.xml  (12376 bytes)
  c7e49876a25b45a7cc9bc8872a932d7e8d2090e413182aba7394de91fc4e2042  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-te/values-te.xml  (11808 bytes)
  e79dd50a27809d1a91586fff45cb22aa4c5793d0f1dddd108fb2062754912fc4  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-th/values-th.xml  (10741 bytes)
  f5e44adf394c74b82f8b45193a2aac6510ad1af8f68721579ebe04c9bdd1cc4d  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-tl/values-tl.xml  (8935 bytes)
  5d5d25c02f39446ce5abdbe6d973117f209a000762e8ccfd418dfc70e13bfa33  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-tr/values-tr.xml  (8734 bytes)
  64946127d6f126821285f170acd16e1c3b81158763543bd45c9dfb34985c3043  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-uk/values-uk.xml  (10024 bytes)
  69b225a070961969dc87f46564ac090835ed66fb75c4ea1642dc91eb9ea0b0a4  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-ur/values-ur.xml  (9912 bytes)
  b511119737d50781ec5409bbac2d8d430ef430e575ad174edfac93348be56f42  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-uz/values-uz.xml  (8746 bytes)
  f51435933281192c08eee45d492dc188fa033beae874c4b90bfceae5192e2754  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-v16/values-v16.xml  (129 bytes)
  c38786f5ac54daa391b3a7565794c1b502acbd8956e2983925ff2bb18b5db5b7  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-v21/values-v21.xml  (1396 bytes)
  c0acff3f2f1f480d833cb6ed15f8e18d326c4998ecb0bf311afa93e8236a65be  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values/values.xml  (21886 bytes)
  c577ab94674df6d213b5bf69ca6781e5ad2e401422f02b112999172d48cd7f49  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-vi/values-vi.xml  (9091 bytes)
  43f95feeee12c5b1f62224ed8d44933f31f6cc3b65770f9ad8181454ec276095  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-zh-rCN/values-zh-rCN.xml  (8556 bytes)
  3c256aadb825ca996ab4888c6f0d5c55873c653dcc299f43cb14fb15f9fe6196  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-zh-rHK/values-zh-rHK.xml  (8488 bytes)
  7350493488bd8088e89a0bf95fd9c2f269a77a9fc672fd3244c0645fce455a8f  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-zh-rTW/values-zh-rTW.xml  (8552 bytes)
  0bcd570a9c8f2dc5ce96a1f74c1064446759aa866f4c721355692fbd2f151d21  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merged.dir/values-zu/values-zu.xml  (8832 bytes)
